adba543080db9b1b03e66b2ead05ab6f,,女,,本科, 启迪控股启云星航信息科技有限公司-                                -                                                                                                            ,-                                    UI设计师 ,3年工作经验,苏州,-首先，我很热爱设计行业，我觉得我是一个充满想象力的人，我喜欢想问题，喜欢创意，喜欢画草图，喜欢思考问题的过程，其次我责任感比较强，对于上级下达的任务能在规定时间内完成。再次，个人品行方面，为人处世比较温和，总体算是开朗型，此外，在兴趣爱好上，比较喜欢绘画，摄影和旅游。--,ui设计师或网页设计师,全职,苏州,5k,10k,,,,{ 工作经历 :山东省淄博市博山区青少年活动中心,2011.07 , 2011.08,助教,;苏州湖畔文化传媒有限公司,2012.10 , 2013.01,杂志排版,-杂志排版--;HCC品牌文化传播公司,2013.04 , 2013.09,平面设计师,-印刷海报 楼宇海报 高炮宣传画 名片制作 各类印刷品--;智辰世纪网络科技有限公司,2013.09 , 2014.10,电商视觉设计师,-电商视觉设计 模板开发与制作 钻展图 详情页 活动页制作 以及产品包装以及图片摄影--;启迪控股启云星航信息科技有限公司,2014.11 , 至今,UI设计师,-主要负责Android和iOS的界面和图标制作，制作UI设计规范手册，网站网页设计，微信公众号相关内容设计，以及现场互动活动触摸大屏页面设计与制作。--;},{苏州大学,本科 , 视觉传达,2013年毕业;},{《新结婚时代》杂志,杂志排版,2012.11 , 2012.12,-《新结婚时代》杂志内页排版。--;苏州太阳广场logo提案,视觉设计,2013.04 , 2013.05,-主要参与苏州太阳广场logo以及导视系统设计--;《财智长桥》,排版,2013.10 , 2013.11,-企业内部刊物的编辑与排版--;妮可里奇婚纱店铺视觉设计,平面设计师,2013.09 , 2014.09,-主要负责天猫店铺视觉装修工作，以及推广图片钻展图直通车图的设计。--;活动+app,UI设计,2014.12 , 至今,-为创客服务，是创意、创新、创业、创富的“连接器”连接人、企业、技术、资金和服务.--;},{Html+css,了解;Flash,掌握;Indesign,掌握;Illustrator,精通;photoshop,精通;},{}
e74b3df37fd7a48f982c0b66cacb47a7, 想要多了解一点这个世界,多明白一些道理。 -                                    ,男,26岁,本科, 苏州嘉禄讯汇-                            -                                                                            ,-                                软件主管 ,4年工作经验,苏州,,,,,,,,,,{:},{},{},{},{}
d5aba73678dfa4ba8c78bfc7d982a0cc, 乐观向上，勤奋努力 -                                    ,女,,本科,,,应届毕业生,苏州,,产品运营,全职,苏州,5k,10k,,,,{:},{苏州大学,本科 , 市场营销,2018年毕业（预计）;苏州大学,本科 , 市场营销,2018年毕业（预计）;},{},{},{}
4f23f14c60350530ac536cdee003eca0, 喜欢互联网，学习能力强，有互联网运营工作经历 -                                    ,男,25岁,本科, 历宸商务信息咨询（上海）有限公司-                            -                                                                            ,-                                运营专员 ,1年工作经验,苏州,,运营类,全职,上海,5k,10k,,,,{ 工作经历 :张家港沙印集团,2015.03 , 2015.05,轮岗实习,;历宸商务信息咨询（上海）有限公司,2016.03 , 至今,运营专员,-1.对网站信息审核筛选，提高网站信息质量-2.根据审核人员需求，对后台审核工具进行产品优化-      3.分析用户习惯，对网站前端进行相应改进--;},{苏州大学,本科 , 轻化工程,2015年毕业;},{},{},{}
5f4adb09ae78cbdb31eaa7f068bfded4, 努力可以创造奇迹 -                                    ,男,26岁,本科, 杭州豪霆网络科技有限公司-                            -                                                                            ,-                                服务器java高级开发 ,4年工作经验,上海,-喜欢钻研技术解决问题，开发，运维，测试都有涉及，不善言辞，希望用实际表现来证明自己。--,java高级开发工程师,全职,上海,15k,25k,,,,{ 工作经历 :苏州青河科技,2013.07 , 2015.08,java工程师,-美国电视节目收视率预测分析系统的部分模块开发--;中城智慧科技有限公司,2015.10 , 2016.10,java工程师,-app后台服务器开发～appsdk安全控件开发基于JNA对底层代码的封装基于netty的交换系统开发netty交换系统与c交换系统的对接以及8583报文通用模板的开发Android手机NFC读卡模块--;杭州豪霆网络科技有限公司,2016.10 , 至今,服务器java高级开发,-嗖嗖闪验项目服务器开发，涉及vos语音验证模块，秘钥验证模块，以及后台管理系统。代码管理使用gitbit服务器。编写脚本自动部署。-短信平台项目服务器开发，涉及对外接口模块，过滤模块，客户端模块，通道策略模块，cmpp通信模块(基于netty4)。代码管理使用Bitbucket，搭建ansible运维框架自动部署所有模块，模块代码基于springboot，mysql，mongodb，mybatis,阿里云mns消息队列，rpc基于motan框架---;},{苏州大学,本科 , 计算机科学与技术,2013年毕业;},{},{熟悉springmvcnetty,掌握;熟悉mavengit,掌握;熟悉mysqlpostgres,精通;熟悉mybatisjpa,掌握;熟悉jettytomcat,掌握;},{}
23fdbf1959f5cd040a7d7fc5b6e3e4af, 整理癖 细节控 强迫症 爱逻辑 喜欢替别人思考 又很坚定 -                                    ,女,25岁,本科, 无线苏州-                            -                                                                            ,-                                产品经理 ,3年工作经验,苏州,,产品经理,全职,苏州,10k,15k,,工作技能,-Mindmanager：用于产品前期需求阶段的功能准备-Excel：列出产品详细的功能需求，与各部门沟通是否能够实现，同时标注各阶段开发任务-Visio：绘制主要功能流程图，帮助开发理解功能流程-Axure：绘制产品线框图和交互原型，用于UI设计和测试走通产品流程-Word：产品需求文档、详细的页面说明、各部分文案信息、各种细节注意事项-Photoshop：主要用于制作ppt时辅助，不熟练，处于简单会的阶段- --,{ 工作经历 :江苏通付盾信息科技有限公司,2013.07 , 2015.03,产品助理,;苏州丽多,2015.04 , 至今,产品经理,--期间，跟随阿里巴巴产品经理和移动电商产品经理学习了丰富的产品知识，从一个产品小白，变成了产品大白。随后，公司app相关产品，从需求到原型再到需求文档，都是自己一人完成。通过与多部门的协调合作，锻炼了自己的沟通能力、应变能力和抗压能力。也在一个个产品中，提升了自己的专业技能。-手机一卡通（校园缴费）：--项目说明：与常工电子合作产品，用于方便全国高校学生在宿舍即可缴费不用人工缴费-1、 整合手机一卡通原有功能，根据校园缴费的用户定位和刚需，剔除大部分功能-2、 完成整个功能设计和需求文档-3、 帮助测试和UI进行最后的功能验收- --时空码（时空令）：--项目说明：公司主打产品，运用动态二维码功能完成身份认证和二次身份认证-1、 根据客户需求和公司产品市场定位，敲定时空令功能-2、 完成整个功能设计和需求文档-3、 根据用户反馈完成产品迭代和版本迭代计划-4、 产品官网设计、产品相关门禁后台设计- --其他项目：--EAL3（信息安全等级保护第三级）认证申请、青岛银行ATM机无卡取款、杭州盈导科技自动售货机、新华安全云网站设计、各类调研（中信银行、杉德POS等）任务。-负责多个项目的操作手册编写、包括运营手册、商户管理手册等等。-参加过一个月的运营活动，知道如何与用户沟通，获取用户需求。--;无线苏州,2015.05 , 至今,产品经理,-负责app端产品整体功能需求和设计，一个月内，完成了官网改版设计，app改版设计。-官网：www.facejoy.cc-App新版还未上线，原型已经全部完成。--;},{苏州大学,本科 , 信息工程,2014年毕业;},{},{Mindmanager,精通;Office,精通;Axure,精通;},{}
d1dfcc5152281ab3456b7d1f43d5b66e, 努力认真 -                                    ,,,本科, 红豆集团无锡长江实业有限公司-                                -                                                                                                            ,-                                    招聘主管 ,3年工作经验,无锡,,,,,,,,,,{ 工作经历 :红豆集团无锡长江实业有限公司,2014.03 , 至今,招聘主管,;},{苏州大学,本科 , 劳动与社会保障,2014年毕业;},{},{},{}
534e514551fce609a785fd4135930656, 具有互联网金融，银行中间业务以及支付结算产品相关经验 -                                    ,男,,硕士, 宜人贷-                                -                                                                                                            ,-                                    产品经理 ,3年工作经验,北京,,,,,,,,,,{:},{},{},{},{}
024851ef76c0f602377f57e1af7b5cc6, 对互联网保持高度的敏感性和关注度,脑洞大,抗压能力强. -                                    ,女,22岁,本科,,,应届毕业生,杭州,-我是一个做事认真负责,抗压能力强,细心而且很有耐心的人。平时接触多类新鲜 事物,脑洞大,富有创新思维。在校期间,学习了许多有关广告的专业知识,例如:实 用广告美术与设计、网络广告设计、广告策划、广告文案写作以及广告摄影,影视后期 制作等。也多次进行过广告文案策划活动,在实践中不断学习,一步步创新自己的思维 方式,自身沟通能力也在不断的提升中。平时对一些软件感兴趣,现在已经掌握了ps、 pr、ai、finalcut 等软件的操作。作为广告专业的学生,除了专业课程的学习之外,因为 我本身对国内外大型综艺节目有着浓厚的兴趣,以及平时关注娱乐圈。所以熟知国内外 多档大型综艺节目,有大量的综艺节目阅览积累量。我还曾和朋友一起为喜欢的艺人创 办了后援站,并多次在演唱会现场进行应援活动。与粉丝也经常沟通交流,对年轻人的 需求有着一定的了解。能够抓住时下热点,分析趋势,这或许能为贵公司在对产品的运 营以及对产品推广活动的创新提供一定的想法。--,平面设计类,实习,杭州,2k,5k,-------,,,{ 实习经历  :ENJOY,2017.05 , 2017.07,文案实习生,-负责对平台内的产品进行文字包装 、进行一些特别的专场录制以及协助摄影师拍摄--;},{苏州大学文正学院,本科 , 广告学,2018年毕业（预计）;},{},{il lu s t r a to r,掌握;final cut,掌握;photoshop,掌握;},{}
46fdb6bc54306d93c322f373e52a05aa, 停留即刹那，转身即天涯。 -                                    ,男,,本科,,,应届毕业生,苏州,-HTML语义化；预处理语言SCSS／LESS、Bootstrap、移动端自适应、动画、调整并高度还原设计稿；对原生js有较为深入的理解、es6、jquery，掌握vue用法并在深入学习。前后端分离，使用json形式进行数据交互，熟悉大部分编程语言及SQL语句，熟悉linux命令；构建工具gulp、正在学习webpack；管理工具Git、npm；了解cordova打包--,web前端开发工程师,全职,苏州,5k,10k,,,,{ 实习经历  :书生商友信息科技有限公司,2016.08 , 2016.10,web前端,-根据psd模板转为静态页面--;苏州百捷信息科技有限公司,2017.01 , 至今,前端开发实习,-1、根据原设计稿适当调整内容，并完成切图2、将设计稿还原成静态页面，包括PC端及移动端3、完成部分数据对接与处理--;},{苏州大学应用技术学院,本科 , 软件工程,2017年毕业;},{电商静态页面,自学，独立完成,2016.01 , 2016.02,-根据psd模板，通过div+css盒模型实现静态界面--;自适应的企业门户网站,毕业设计，独立完成,2016.10 , 2016.11,-能够通过php连接数据库处理成json数组，传到js动态生成页面。使用bootstrap框架，在不同设备下都能够正常显示。--;P&G(宝洁)微信公众号及新品跟进平台,前端开发,2017.02 , 2017.02,-在此移动端的项目中，负责根据设计稿适当调整完成切图，并还原所有自适应的静态页面，添加一些点击、下拉框等效果，通过ajax请求完成部分数据交互。使用rem及百分比，规避了较为烦杂的媒体查询。----;日月新会议系统,前端,2017.03 , 2017.03,-在此PC端项目中，还原静态页面。添加轮播、日历等插件并进行相应调整，添加动画效果，并完成部分数据交互--;樱花卫厨，欧普照明，贝朗医疗等,前端,2017.03 , 2017.05,-静态页面，数据交互--;个人简历,设计实现,2017.07 , 2017.07,-www.koanda.xyz基于vue，涉及知识点指令，组件通信，视图更新，路由，es6，less--;个人博客,界面设计，功能完善,2017.05 , 至今,-简历https://juexro.github.io/about/ -基于hexo搭建的个人博客，记录在学习过程中遇到的疑难问题及知识要点。--;},{sql语句,掌握;ps/fireworks,掌握;php,掌握;js/es6/jquery,掌握;div+css,精通;},{}
09dde5941de817c98afd17c90724fdad, 连续五年获得奖学金，会使用PS/Pr/AE，能独立运营微信公众号 -                                    ,,,硕士, 苏州大学-                                -                                                                                                            ,-                                    新闻与传播 ,应届毕业生,,-我对待生活很乐观，最大的性格特点是细致谨慎，能吃苦耐劳，有责任感，注重团队合作。-在学业上，我连续五年获得奖学金。在作业中，除了多次的新闻采写作业，自己还制作了简单的动画视频，经营微信公众号。另外还与其他同学共同完成社会调研，课题研究，拍摄制作微电影等。-在实践上，多次参加志愿活动，此外还在公司以及公安局实习，积累社会经验。-我希望在上海、苏州或者南通工作，希望你们能给我这次机会，谢谢！--,新媒体、市场企宣、人事行政,全职,上海,5k,10k,,,,{ 实习经历  :苏州思必驰信息科技有限公司,2014.02 , 2014.06,市场助理,-负责撰写软文，市场调研，新闻整理，项目申报，对外宣传等工作。--;江苏省南通市如皋市公安局,2014.07 , 2014.08,宣传类,-负责管理微信公众号（宣传防诈骗知识），撰写新闻稿等宣传工作。--;英才网络科技（苏州）有限公司,2014.10 , 2014.11,招聘专员,-负责筛选、匹配简历，通知应聘者参加招聘会（无锡招聘会项目）等工作。--;博世汽车部件（苏州）有限公司,2015.04 , 2015.09,行政助理,-负责日常行政事务，包括订机票、车票，财务报销，预定会议室，准备workshop，安排员工入职、离职，发放福利等，同时还辅助策划、筹备领导的送别晚宴。--;},{苏州大学,本科 , 新闻学,2015年毕业;苏州大学,硕士 , 新闻与传播,2017年毕业;},{城乡一体化进程中社区认同意识的建构——以苏州相城区元和街道“元和好乡邻”为例,调研员,2014.03 , 2014.08,-该项目属于苏州市社会科学应用研究，我主要负责调研和撰写部分报告内容。--;},{Pr,掌握;PS,熟悉;Powerpoint,精通;Excel,掌握;Word,精通;},{}
42a6e3073f349de4f16c9fc0fb793618, java开发工程师 -                                    ,男,23岁,本科, 苏州大学应用技术学院-                                -                                                                                                            ,-                                    物联网 ,应届毕业生,苏州,-我是一个对工作负责，对生活用心，对事业有追求的人。会敲代码，能下厨房。喜欢读书，爱好旅游。我刚刚从象牙塔中走出来，对生活对梦想充满了激情，不害怕去面对生活的压力，喜欢接受挑战，努力不断学习争上更高的台阶。我的java基础还过得去，做过几个小项目也成功完成，对eclipse，数据库mysql也熟练的使用，能熟练使用Mac，对科技，数码产品有浓厚的兴趣。--,java岗位,全职,苏州,2k,5k,-------,,,{:},{苏州大学应用技术学院,本科 , 物联网,2017年毕业;},{JAVA桌面你画我猜,全职,2017.04 , 2017.05,-实现在你画我猜游戏界面出现绘画对象，对鼠标事件的灵活运用，要实现在画板上绘制直线，椭圆，圆形矩形，选择线条颜色，绘制成功保存绘图。对swing的学习理解（用的是swing内的Graphic绘制方法）。稍微运用到布局管理器（JFrame）。-本次项目中对JFrame的BorderLayout,GridLayout,FlowLayout三个主流布局管理有了新认识。对之后的jsp开发做好了基础。对鼠标事件的理解也更上一层。最终没能实现完整的你画我猜，展现出了画板界面，可保存绘图并通过TCP发送到另一端。--;房屋租赁系统,租户管理模块,2017.06 , 2017.06,-我负责的是租房管理中的租客管理模块。主要实现的是租客页面增删改查的功能。因为只做了租房管理的后台系统，所以租客数据都是模拟添加的。数据库表中设计了一个字段用来判断是否已租，已租用户才能是租客。分页功能的实现，每次点击下一页，则执行sql语句，查询（limit）5条数据。保证在数据量很大的情况下，数据库不会过载。--;},{java,精通;},{}
4c32c705e97c7d536590840c835dc046, 勤学谦诚，什么都比不上一颗充满激情的心！ -                                    ,男,23岁,本科, 苏州大学-                             -                                                                            ,-                                计算机科学与技术网络工程 ,2年工作经验,上海,--求职方向：android开发工程师 -自我评价：学习能力强，团队协作能力不错，能独立解决问题。--- 英语：CET6- 获奖证书    -第五届[蓝桥杯](http://www.lanqiao.org/)软件设计大赛本科A组C/C+江苏省三等奖    -2014[联想茄子快传校园开发者大赛](http://jyh.lenovo.csdn.net/)全国五十强- 个人其他爱好：吉他，口琴，K歌，minecraft，金融学。- ---,android开发工程师,全职,上海,15k,25k,----上海，杭州----,个人博客,--www.zalezone.cn-blog.csdn.net/u012457196---,{ 工作经历 :杭州迅盟科技公司（实习）,2015.06 , 2016.03,android开发工程师,-功能模块的开发--;上海证大喜马拉雅网络科技有限公司,2016.06 , 至今,android 开发工程师,-主APP组，主要有如下职责：--喜马拉雅FM主app的新功能的研发-app性能的优化与代码review重构-主app子项目化，实现各个业务模块之间的代码解耦-单元测试的推动与审查-持续集成jenkins代码质量监测-推动组员养成codereview的习惯----;},{苏州大学,本科 , 计算机科学与技术网络工程,2016年毕业;},{},{C++,熟悉;Linux,熟悉;java web开发,熟悉;android开发,掌握;java,掌握;},{}
ad069005d0a6cbcf92327bec46d87c5f, 热爱设计，热爱生活，平衡又要有趣。 -                                    ,男,26岁,本科, 上海真略网络科技有限公司-                            -                                                                            ,-                                ui设计师 ,2年工作经验,上海,-1.精通Photoshop、Illustrator；2.了解AfterEffects，能够制作小动画以及APP交互效果；3.能够通过Axure绘制APP原型线框图稿，注重用户体验，注重页面之间交互的逻辑跳转；4.能够独立设计移动端和PC端界面效果，有一定的审美能力，对交互有一定理解；5.经常浏览优秀设计网站，不断汲取新的设计理念，研究设计流行趋势让自己的设计紧跟潮流趋势；6.善于设计易于识别的icon和制定风格统一的视觉规范；7.有一定手绘基础，平时会做一些手绘练习；8.熟悉Dreamweaver和sublime，能够使用css+div进行排版布局，实现常见网页静态页面；9.工作踏实稳重，抗压能力强，能很快融入团队工作。----,ui设计师,全职,贵阳,5k,10k,,,,{ 工作经历 :上海真略网络科技有限公司, , ,ui设计师,;上海真略网络科技有限公司,2015.07 , 2017.07,ui设计师,-1. 参与app项目需求沟通及设计流程的制定； 2. 跟产品确认需求，收集、分析竞品，总结产品需求与竞品的差异；3. 分析产品、市场和人群，负责产品设计创意、把握整体风格； 4. 根据整体风格，制定UI视觉规范及可识别性高的ICON图标； 5. 根据原型图，制作高保真效果图及移动端与web端活动推广页面； 6. 协助前端工程师完成页面适配和效果图切片输出； 7. 配合PM进行产品优化，根据产品开发需求和变更，配合后台技术完成各部分更新和调整。--;},{苏州大学,本科 , 服装设计,2014年毕业;},{服装网页,ui,2015.11 , 2015.12,-责任描述：1、负责跟客户沟通整站设计原型图。2、负责网站各个页面的创意与设计。3、负责完善客户提供的产品图片美化精修。-项目简介：-品牌主力消费群体是25-40岁的都市白领，有着良好文化背景，对生活有一定的品味，经常出入级办公楼或者高级会所，从事脑力劳动的女性。官网表现品牌形象，针对对品牌不了解的用户，通过官网展现品牌的风格定位形象，展示企业的产品和服务，并且对品牌进行一定的宣传，达到增加消费者购买欲望的目的。根据当季的产品和季节，运用粉色为主色调，营造春夏季节清新自然的氛围。---;设计猫APP,ui,2015.11 , 2016.02,-责任描述：1.根据项目经理给出的APP设计原型图，制定UI设计规范，确定界面风格；2.设计完成整套APP界面设计；3.后期根据项目经理的反馈意见，综合个人考虑，改进设计并完善；4.出具整套APP的交互效果。-项目简介：以设计猫天猫旗舰店与设计猫嘉年华为核心的设计品互动电子商务平台，为创意和设计产品提供营销推广、线上销售、网络预购、线下展示、交流和交易服务。---;点呀点APP,ui,2016.03 , 2016.05,-责任描述：1.和项目经理沟通了解客户需求，协助项目经理设计完成APP界面的原型图；2.和设计组员、项目经理和开发人员协调沟通界面效果，独立完成整套APP的规范定制和界面设计；3.开发阶段与开发人员协调沟通实现过程中遇到的设计相关问题；4.后期根据客户反馈，和设计组员、开发人员协调后作适当的调整。-项目简介：点呀点是一款基于移动平台的日常快消品类购物应用APP，根据用户所在地址定位推荐附近便利店，随时随地购买生活所需日用品和快消品，“足不出户也能买到楼下便利店里的油盐酱醋茶”，享受比传统网购更简单、便捷、快速的购物体验。---;YUMMYAPP,ui,2016.06 , 2016.09,-1.和项目经理沟通了解客户需求，协助项目经理设计完成APP界面的原型图；2.和设计组员、项目经理和开发人员协调沟通界面效果，独立完成整套APP的规范定制和界面设计；3.开发阶段与开发人员协调沟通实现过程中遇到的设计相关问题；4.后期根据客户反馈，和设计组员、开发人员协调后作适当的调整-项目简介：可以随时掌握城中精英餐馆的最新动向，以最低价格购买他们的限量套餐、私人订制活动入场券，或参与试吃他们的隐藏菜单和新菜，享受最优质的用餐体验。优先预订，只要有餐厅新店或者有新菜单都可以帮到您紧俏私厨优先预订，而且同一套餐在互联网上是最低的价格保证低价，不同于一般团购的优质用餐体验。---;么么搭APP,ui,2016.09 , 2016.12,-1.负责么么搭的界面视觉把控，分析产品需求，研究竞品；2.根据产品定位及用户群体，参照产品给到的功能需求，制作原型图；3.负责活动推广及节日专题页制作，输出适配不同终端效果图；4.协助前端工程师完成页面适配和效果图切片输出及测试还原；5.对各页面之间的交互逻辑做系统性梳理，并对相关页面进行调整优化，以提升用户体验，增加用户黏性。-项目简介：是一款主打时尚服饰搭配社交的移动应用。用户可以通过“么么搭“浏览、创建、发布、分享、评论自己或其他用户的搭配作品，并通过导航进入相关物品的售卖方电商平台进行购物，为众多喜爱时尚搭配的用户，提供一个展示交流的平台。--;唯美旅行APP,ui,2017.03 , 2017.06,-责任描述：1.与产品经理，开发人员一起探讨产品新版本的设定以及用户体验的研究，设计原型图输出；2.参与需求讨论，负责app界面视觉设计，风格把控以及测试还原；3.对icon进行再设计，输出高质量效果输出图；4.收集分析用户需求，从交互和视觉上对用户体验进行优化；-项目简介：唯美旅行是一款针对境外旅游的的APP，致力于为用户推荐有情怀的精品内容，秉承“探索全球世外桃源”的品牌理念，为用户提供海外景点信息，精选人少且可深度体验的目的地。收录逾百家目的地，对接机票搜索平台，精心挖掘最详实有趣的达人游记。---;},{Dreamweaver,掌握;Ae,掌握;Axure,掌握;Illustrator,精通;Photoshop,精通;},{,;,;}
3494cfe594cd855008e111db8d649ae7, 双211硕士学历，主导过社交产品设计，有完整产品经历 -                                    ,男,29岁,硕士, PPTV-                            -                                                                            ,-                                产品经理 ,3年工作经验,上海,-双211硕士学历，技术背景 熟悉社交网络,主导过社交产品设计，有完整产品经历，有产品管理及项目管理经验 优秀的产品设计能力，能熟练的使用Axure，sketch，xmind，流程图，Jira等工具 能独立撰写BRD,MRD,PRD, 喜欢分析数据，有敏锐的洞察力 学习能力强，能很快进入工作--,产品经理,全职,上海,15k,25k,,,,{ 工作经历 :上海贝尔股份有限公司,2014.07 , 2015.09,测试工程师/经理助理,-负责经理日常行程，会议安排等 1.配合经理根据系统需求文档，系统设计文档等输出系统测试文档，安排测试计划 2.与组内其他成员及时沟通，跟进测试进展并及时反馈给测试经理 3.跟进问题单的处理，及时上报给测试经理 4.协调组内资源分配，处理测试人员和研发人员之间的矛盾，提出解决方案 5.组内资产统计及维护，及时更新 6.在新feature合并到主线之前对其进行pre-citest 7.每周统计组内测试进展，包括测试中出现的问题，提交的问题单及处理结果等，并且每周例会上发布结果，总结上周工作 8.组织组内的teambuilding---;华为技术有限公司上海研究所,2015.09 , 2016.08,测试工程师,-海思半导体物理层研发部RTT功能测试 负责荣耀平台及华为P系列，MATE系列平台C核版本验证(CDMA20001X模式) 1、根据软件设计需求制定测试计划，维护测试用例； 2、有效地执行测试用例，提交测试报告； 3、准确地定位并跟踪问题，推动问题及时合理地解决。 4、完成版本的RTT功能测试。---;上海久振网络科技有限公司,2016.08 , 2017.03,产品经理,-1、主导社交App因果的原型、定稿、PRD文档、UED、开发、测试、上线和后期迭代优化的全程进度和监控；-2、App端公共主页模块设计，参与从需求到上线全过程，上线后实现5%用户增长；-3、后台管理系统优化，新增后台审核功能；-4、App端直播功能设计，完成直播模块原型设计；-5、APP端项目进度管理，协调各团队资源，配合CTO推进项目进度；-6、APP版本发布管理，建立了良好有序的发布机制；-7、负责整个PC端产品的功能设计、交互设计及原型图绘制，在较短时间内完成PC端原型设计------;PPTV,2017.04 , 至今,产品经理,-1.负责龙珠直播商务，市场，游戏赛事等对外活动的原型、定稿、PRD文档、UED、开发、测试、上线和后期迭代优化的全程进度和监控-2.王者荣耀游戏专区的产品规划-3.FPS类游戏赛事活动产品规划-4.平台营收类活动产品设计-5.市场、商务推广活动产品设计--;},{苏州大学,本科 , 通信工程,2011年毕业;苏州大学,硕士 , 通信工程,2014年毕业;},{CDMA2000,测试工程师,2015.09 , 2016.08,-1.负责搭建维护测试环境，维护测试代码。 2.测试平台：UDP单板，包括荣耀平台单板、华为P系列、MATE系列单板 3.工具：TestRunner,HIDS,HIMS 4.执行版本验证工作  ---;社交网络因果PC端产品,产品经理,2016.11 , 至今,-1、收集PC端产品需求，参与需求评审, 2、全权负责因果PC端产品功能设计，交互设计及原型图 包括：首页，帖子动态，个人主页，公共主页，社群，活动等各大功能块 3、输出PRD，流程图等文档 4、协调各团队（UED、前端、后端、测试、运维、运营）资源，推进项目进度 5、PC端项目管理  ---;},{沟通,专家;jira,精通;AXURE,精通;},{http://t.cn/RifwY50,社交网络原型;}
81d3a1394078e1bf914a7cfbaffc464d,,男,,本科, 上海移品信息科技有限公司-                                -                                                                                                            ,-                                    .Net 研发 ,2年工作经验,上海,-1、对于互联网具有浓厚的兴趣，很希望可以学习到更多的技术2、对新事物敢于尝试，有一定的自学能力3、有责任感。--,软件开发人员,全职,上海,10k,15k,,,,{ 工作经历 :苏州苏迪智能系统有限公司,2014.07 , 2014.11,实习生,-桌面程序开发--;上海思果网络科技有限公司,2014.11 , 2015.02,初级网站开发工程师,-网站开发--;上海移品信息科技有限公司,2015.04 , 至今,.Net 研发,-从事服务器端后台开发--;},{苏州大学,本科 , 软件工程,2015年毕业;},{驾陪数据统计软件,开发人员,2014.08 , 2014.09,-1、对采集的数据进行归类、统计-2、导出报表-3、调取服务器视频记录--;视频监控,开发人员,2014.09 , 2014.10,-1、对客户进行分类、赋予不同的权限-2、对球机进行控制-3、获取实时视频、录像等--;师兄网网站开发,网站开发人员,2014.11 , 至今,- 面向相关人群的社交网站--;},{},{}
b0e878aa43df7c950dfc2d5a86a1da6e, 。 -                                    ,女,,本科,,,2年工作经验,苏州,-     本人实习加正式工作，有三年了，在实习过程中，是个小菜鸟，什么不懂的都问，身边都是有经验的大牛，随便一句话都能点醒梦中人。工作三年以来，经过自己的努力，已经可以在测试的浩海中遨游前进了，负责过PC T站 微信 以及App方面的测试，在测试中不断汲取营养，摸索、求知，在工作以外坚持学习语言，对python掌握了基本语法，可以写简单的前端交互页面，对代码大概理解。希望在之后的测试生涯中，继续探索、挖掘，突破自我，对工作和生活保持积极性和热情。--,测试工程师,全职,苏州,5k,10k,-------,,,{ 工作经历 :同程旅游,2015.12 , 至今,测试,-测试--;},{苏州大学,本科 , 计算机软件工程,2017年毕业;},{平台研发,测试负责人,2015.12 , 2016.06,-      主要负责PC T站 微信方面的测试，项目包括网站一些公共部分功能，主要分为注册登录密码修改、各项目订单相关，网站大首页、攻略游记等功能。在此测试中，我从一开始一个人负责到后来慢慢带两个人共同负责，担任主测试负责人。保证了测试质量，线上缺陷率为零，为部门考核贡献了自己的力量，也实现了自己的工作价值。--;运营创新项目,测试负责人,2016.06 , 2016.11,-      由PC端转为手机端测试，负责混合以及h5页面的测试，测试项目主要包括创新活动，比如一元夺宝、游币商城、签到频道等。在测试期间，测试效率较高，从开需求会到测试用例编写到测试，直到上线，工作周期在五天左右，保证了高效率的测试以及高质量的产出，因此获得了季度优秀，赢得了两千元奖励以及境外游，是对自己工作能力的认可与鼓励。--;订单服务,测试负责人,2016.11 , 至今,-      由混合项目测试转为native测试，负责公共主项目订单服务相关测试，由于领导对自己能力的肯定，将客户端比较重要的一块交由我测试，负责各项目订单列表、详情页、退款、发票等测试，这块内容比较杂，模块多且各项目逻辑不一，对测试的要求较高，需要高效率的沟通以及测试能力，版本周期迭代快，任务多，需要有一定的抗压能力。负责订单服务相关测试对个人的锻炼比较大，不仅锻炼了沟通，项目内部甚至多个项目跨部门合作能力，更锻炼了自己面对堆积如山的任务时的耐心以及处事不惊的能力。在测试期间测试质量一直较高，未出现明显线上bug，因此获得季度优秀、月度优秀等肯定。--;},{产品意识,了解;测试工具使用,掌握;测试能力,掌握;接口自动化测试编写能力,熟悉;前端编程能力,掌握;},{}
e71c498aad481c1e3a46c7cdf08c32d3, 强烈的自我提升欲望，对技术有浓厚的兴趣，愿意专研！！ -                                    ,男,,本科, 甲骨文-                            -                                                                            ,-                                Application Engineer ,3年工作经验,苏州,,java开发工程师,全职,上海,15k,25k,,,,{ 工作经历 :甲骨文,2013.07 , 至今,Application Engineer,;},{苏州大学,本科 , 计算机,2013年毕业;},{},{},{}
