083ac12bb72647214bf98b18f4d8c47c, 十几年行政工作经验，人际关系良好，工作稳定性强。 -                                    ,,,本科, 驴妈妈旅游网-                                -                                                                                                            ,-                                    行政经理 ,10年以上工作经验,上海,,,,上海,,,,,,{ 工作经历 :锦湖(中国)轮胎销售有限公司,2006.04 , 2009.04,总务担当,-1、参与制订行政部年度预算，负责行政部每月行政费用报销；-2、管理公司固定资产和低值易耗品，负责对总部及各关联企业的固定资产进行定期盘点及资产登记核查；-3、负责办公、劳保用品采购及供应商的选择评估，每月按各部门需求发放办公及劳保用品并经行登记；-4、负责公司厂区设施维修，保养记录督查工作；-5、管理好外部服务供应商（机票、保安、保洁、绿植、食堂、饮用水、宿舍等），创造和保持良好的工作环境，提高服务质量，让员工满意；-6、车辆的管理，做好车辆年检、保养、维修的日常工作，合理控制油耗降低日常成本；-7、负责中国区销售总部厂房土地购买、建造、装修、家具的采购、安监、消防验收、整体搬迁上海入住等；-8、厂区的消防安全工作；-9、办理韩籍员工的入境体检、居留许可、护照延期、房屋租赁等；-10、组织公司每月1次的公益活动；-11、完成领导交给的其他工作；-工作业绩：-1、负责韩籍员工的入境体检、居留许可、护照延期、房屋租赁；-2、每年完成12次公益活动（探访敬老院、帮助贫困家庭、清扫大街、交通管理义务工作者等），获得社会好评；-3、独自在上海完成和安亭镇政府、建造方、监理方的对接，完成中国区销售总部厂房及办公区域的建造，总部整体从南京到上海的搬迁；--;向富贸易（上海）有限公司(东森国际股份有限公司-森森电视购物）,2009.08 , 2012.09,总务经理,-1、参与制订行政部年度预算，负责行政部每月行政预算审核报销；-2、负责行政管理体系的搭建，对现有行政各项制度进行梳理、修改、审核；-3、管理公司固定资产和低值易耗品，负责对总部及各关联企业的固定资产进行定期盘点及资产登记核查；-4、负责办公设备采购及供应商的选择，每月总部及华东区域各门店办公用品需求采购、发放及费用报销和报表审核；-5、联系协调物业公司，负责总部及各关联企业办公室店设施维修，保养记录督查工作；-6、领导公司的后勤服务工作，管理好外部服务供应商（保安、保洁、绿植、食堂、宿舍等），创造和保持良好的工作环境，提高服务质量，让员工满意；-7、车辆司机的管理，做好车辆年检、保养、维修的日常工作，合理控制油耗降低日常成本；-8、协助其他部门做好公司大型活动（发布会、沟通大会、年会）的策划、宣传、组织等实施工作；-9、负责总部物流仓库、总部及各关联企业的办公室选址、租赁、比价、装修、家具的采购、消防验收、搬家入住等；-10、公司差旅管理，协助员工订购机票、酒店；-11、办理台籍员工的居住许可证及入境体检；-12、办理员工访台的许可批复及赴台签注；-13、团队的管理，下属的工作指导、沟通和管理；-14、完成领导交给的其他工作；-工作业绩：-1、负责台干的入境体检、居住证，房屋租赁；-2、完成总部物流仓库（从1000平方增加到4500平方）寻址到完成装修，费用成本（租赁费、物业费、装修、家具、弱点、空调、消防），都合理的控制在预算内，整体降低了搬迁物流仓库产生的费用；-3、协助影视部门完成了摄影棚的搭建及内部场景的装修；--;上海亚力健身休闲有限公司（亚力山大国际健康集团）,2012.09 , 2013.04,行政副经理,-1、参与制订行政部年度预算，负责行政部每月行政预算审核报销；-2、负责行政管理体系的搭建，对现有行政各项制度进行梳理、修改、审核；-3、管理公司固定资产和低值易耗品，负责对总部及华东区域各门店固定资产进行定期盘点及资产登记核查；-4、负责办公设备采购及供应商的选择，每月总部及华东区域各门店办公用品需求采购、发放及费用报销和报表审核；-5、华东、华北区域门店物资的采购及供应商的选择；-6、联系协调物业公司，负责总部办公室及华东区域各门店设施维修，保养记录督查工作；-7、领导公司的后勤服务工作，管理好外部服务供应商（保安、保洁、绿植、饮用水等），创造和保持良好的工作环境，提高服务质量，让员工及门店会员满意；-8、车辆司机的管理，做好车辆年检、保养、维修的日常工作，合理控制油耗降低日常成本；-9、协助其他部门做好公司大型活动（发布会、沟通大会、年会）的策划、宣传、组织等实施工作；-10、物流仓库的管理，门店及代理商的精油及有机产品的物流发货。每月仓库及华东区域门店仓库库存盘点出盘点报表报表；-11、负责华东区域门店重装的比价、装修、家具的采购、消防验收等；-12、团队的管理，下属的工作指导、沟通和管理；-13、完成领导交给的其他工作；-工作业绩：-1、协助市场部成功组织了每季度新的健身方案发布会，与人力同事成功组织策划了1000人的公司年会；-2、华东区域门店（卢湾店）的重装，费用成本（装修、家具、消防、健身器具搬迁）都合理控制在预算内，整体降低了门店重装的费用；--;上海安威士科技股份有限公司,2013.06 , 2014.07,行政主管,-1、参与制订行政部年度预算，负责行政部每月行政预算审核报销；-2、负责行政管理体系的搭建，对现有行政各项制度进行梳理、修改、审核；-3、管理公司固定资产和低值易耗品，负责对公司固定资产进行定期盘点及资产登记核查；-4、负责办公设备采购及供应商的选择，每月办公用品需求采购、发放及费用报销和报表审核；-5、联系协调物业公司，负责办公室设施维修、保养记录督查工作；-6、领导公司的后勤服务工作，管理好外部服务供应商（保洁、绿植、食堂、宿舍等），创造和保持良好的工作环境，提高服务质量，让员工满意；-7、车辆司机的管理，做好车辆年检、保养、维修的日常工作，合理控制油耗降低日常成本；-8、协助其他部门做好公司大型活动（发布会、沟通大会、年会）的策划、宣传、组织等实施工作；-9、负责公司的办公室选址、租赁、比价、装修、家具的采购、消防验收、搬家入住等；-10、公司差旅管理，协助员工订购机票、住宿；-11、团队的管理，下属的工作指导、沟通和管理；-12、完成领导交给的其他工作；-工作业绩：-1、制定和修改了行政管理制度，修订了固定资产管理制度，增加了5S管理制度、车辆管理制度；-2、成功推行了5S管理制度，加强员工5S概念和观念，提高了办公室整体干净整洁度；-3、部门成功组织策划了200人的公司年会。年会酒店、菜单、奖品，到配合市场部门确认主持、流程的合作衔接，得到了员工的认可好评；-4、按公司整体规划制订了新财年的行政预算，合理分配使用该预算，使得全年费用成本降低，并控制在预算内；-5、完成公司新办公室的寻址（从1000平方增加到2层3200平方）到完成装修，费用成本（租赁费、物业费、装修、家具、弱电、空调、消防）都合理的控制在预算内，整体降低了搬迁新办公室产生的费用；--;商派软件有限公司,2014.07 , 至今,行政经理,-工作内容：-1、参与制订行政部年度预算，负责行政部每月行政预算审核报销；-2、负责行政管理体系的搭建，对行政各项制度进行修改、审核；-3、管理公司固定资产和低值易耗品，负责对总部、各办事处及子公司固定资产进行定期盘点及资产登记核查；-4、负责办公设备采购及供应商的选择，每月办公用品需求采购、发放及费用报销和报表审核；-5、联系协调物业公司，负责办公室设施维修，保养记录督查工作；-6、领导公司的后勤服务工作，管理好外部服务供应商（保安、保洁、绿植、饮用水等），创造和保持良好的工作环境，提高服务质量，让员工满意；-7、负责组织公司层面的重要会议，做好会务管理工作；-8、协助其他部门做好公司大型活动（发布会、沟通大会、年会）的策划、宣传、组织等实施工作；-9、负责总部、办事处及子公司的办公室选址、租赁、比价、装修、家具的采购、消防验收、搬家入住等；-10、团队的管理，下属的工作指导、沟通和管理；-11、完成领导交给的其他工作；-工作业绩：-1、制定和修改了行政管理制度，整理发布了行政管理手册；-2、协助市场部成功组织了千人参加的产品发布会，与人力同事成功组织策划了800人的公司年会；-3、按公司整体规划制订了新财年的行政预算，合理分配使用了该预算，使得全年费用成本降低，并控制在预算内；-4、完成了总部的办公室的面积增加（2处办公地址，增加面积1200平方），办事处（北京、广州、深圳、成都、济南）、子公司（厦门、南京）的筹备寻址到完成装修入住，费用成本都合理的控制在预算内，整体降低了行政成本；--;驴妈妈旅游网,2016.11 , 至今,行政经理,-1、参与制订行政部年度预算，负责行政部每月行政预算审核报销；2、负责行政管理体系的搭建，对现有行政各项制度进行梳理、修改、审核；3、管理公司固定资产和低值易耗品，负责对公司固定资产进行定期盘点及资产登记核查；4、负责办公设备采购及供应商的选择，每月办公用品需求采购、发放及费用报销和报表审核；5、联系协调物业公司，负责办公室设施维修、保养记录督查工作；6、领导公司的后勤服务工作，管理好外部服务供应商（保洁、绿植、保安等），创造和保持良好的工作环境，提高服务质量，让员工满意；7、协助其他部门做好公司大型活动（发布会、沟通大会、年会）的策划、宣传、组织等实施工作；8、负责公司的办公室及门店的选址、租赁、比价、装修、家具的采购、消防验收、搬家入住等；9、门店的后勤支持；10、团队的管理，下属的工作指导、沟通和管理；11、完成领导交给的其他工作；工作业绩：1、协助市场部组织了年度供应商大会，与总裁办成功组织策划了2500+人的年会；2、经过和业主、物业、装修沟通协调，用了1个月完成了中天办公室的电力改造工程，使的电力能满足办公室日常用电需求，摆脱了用电负荷过高造成自动跳电的不良后果；3、完成公司新办公室的寻址（1000平方米）到完成装修，费用成本（租赁费、物业费、装修、家具、弱电、空调、消防）都合理的控制在预算内，整体降低了搬迁新办公室产生的费用；--;},{上海电大,大专 , 工商管理,2007年毕业;华东理工大学,本科 , 行政管理,2014年毕业;},{},{},{}
d37c0d54ed5ac39201d8b3495080f2c2, 3年Java开发经验，3年大数据开发经验，喜欢挖掘数据中有价值的 -                                    ,男,27岁,本科, 杭州信牛网络科技有限公司-                            -                                                                            ,-                                大数据开发工程师 ,5年工作经验,杭州,-1，熟悉大数据领域storm，spark，hive，redis，hadoop等技术组件。熟练使用hive,redis,storm，spark。喜欢学习新知识。-2，沟通能力强，主动性强，喜欢研究技术，热爱数据，喜欢从数据中发现有价值的东西。喜欢看书，打羽毛球，游泳钓鱼健身。-相信工作用心做，调动身体里每个细胞去投入，就能把工作做的精致。--,大数据开发工程师,全职,杭州,15k,25k,-------,,,{ 工作经历 :上海伊尔普信息技术有限公司,2012.06 , 2014.04,java开发工程师,;上海红星美凯龙电子商务,2014.04 , 2015.03,大数据开发工程师,;上海格瓦商务信息技术有限公司,2015.03 , 至今,大数据开发工程师,;杭州信牛网络科技有限公司,2017.03 , 至今,大数据开发工程师,-负责大数据平台搭建，数据采集清洗，数据打点规则命名，数据开发，数据产品设计。--;},{焦作大学,大专 , 计算机网络,2012年毕业;华东理工大学,本科 , 计算机科学与技术,2018年毕业（预计）;},{数据分析,负责整体项目的设计，编码工作,2014.04 , 2014.10,-linux，hadoop2.2.0、hive0.9.0，flume1.4.0(软件环境)该项目主要针对红星美凯龙电子商务网站的PV,IP流量，访问的地域分布，访问者的来源网站，访问者搜索的店铺，访问者搜索引擎，访问者搜索的关键字进行统计的--;商户中心-数据统计,担任大数据项目的架构设计，环境搭建,2014.10 , 2015.02,-storm0.9.0.1，kafka2.8.0，zookeeper，flume1.4.0，linux，hadoop2.2.0，hive0.9.0(软件环境)项目主要是统计商户店铺的浏览次数（实时），商品的浏览次数（实时），地域分布（离线），浏览次数环比率（离线）--;服务监控,负责大数据集群环境的搭建与维护和数据开发,2015.03 , 2015.07,-linux(软件环境)基于日志的分布调用跟踪系统，类似淘宝鹰眼项目。监控服务之间调用耗时，业务情况，交易调用情况的。--;年终盘点,负责项目数据开发,2016.12 , 2017.01,-用户注册天数，用户2016年总共看电影数量，总分钟数，购票总金额，购票电影列表，去过电影院总数，最多的电影院和去过次数，单人看电影的次数，同场次邂逅同一个人最多的三个用户，发布多少条影迹，并获得的赞数，留言数，给谁点赞最多，留言最多，谁给我留言最多，点赞最多，共获得积分数，每日答题数量，答对率，排名。技术架构：sqoop，scala，sparkhiveSQL，ssdb--;小格矩阵实时流量监控,负责项目的整体设计，需求整理，负责项目数据开发,2015.08 , 至今,-网站流量数据监控平台，主要包括：网站概览，基础运营，交易数据，预警监控四大功能模块；-功能描述：-1、网站概览：主要展示网站和APP PV,UV,IP流量信息和当日注册用户数，从地域，设备，时间，浏览器，用户APP端系统版本维度完全实时展示。-2、基础运营：包括在线用户数，网站走势，来源分析，今日哇啦，今日活动，今日特价，今日抽奖模块。-3、交易数据：当天实时订单量：今日订单量，今日首交量，今日销售额，今日订单客单价，今日成交用户数，今日重复购买用户数，当日平台电影订单量排行；-4、预警监控：单个url跳出率，单个url平均访问时长，实时IP数量监控，ip异常监控。-技术架构：kafka2.11，storm0.10.0，ssdb，mysql，spark hiveSQL。--;信用管家数据平台,产品设计，数据采集，数据清洗，数据开发。,2017.03 , 至今,-1，数据平台展现运营，产品平常数据需求。包括，信用管家日活，平均在线时长，新老用户数，在线人数，留存等数据指标以及业务流程数据转化指标。-2，技术架构：kafka，spark，scala，redis，mysql。--;},{Redies ssdb hive hbase,掌握;storm spark scala,掌握;},{}
931c8bf671c1202c210f525cb780675f, 8年以上人事相关工作经验，互联网公司BP -                                    ,女,31岁,本科, 上海益盟软件技术股份有限公司-                            -                                                                            ,-                                hrbp ,8年工作经验,上海,-本人已婚已育，有8年以上人事相关工作经验，曾服务于知名证券软件公司，熟悉相关劳动法律法规，熟练掌握人力资源六大模块体系、制度、流程建立及管理工作，并能熟练运用各类办公自动化软件，尤其是Excel.拥有人事岗位相关资格证书。拥有良好的听说读写能力,顺利通过CET-4、日语能力二级。具备优秀的沟通表达、应变、人际处理、组织协调能力，较强的亲和力，责任心和敬业精神.          --,hrbp,全职,上海,10k,15k,,,,{ 工作经历 :上海广电计算机有限公司,2007.07 , 2009.12,人事专员,-1．负责公司招聘、员工入职、转正、离职等工作 -2.负责公司员工薪酬、福利、社会保险等工作 -3.相关人事工作联络以及有关疑问的解答工作 -4.建立健全员工档案，并定期做好更新记录 --;上海益盟软件技术股份有限公司,2009.12 , 2017.07,hrbp,-总部HRBP+分公司人事经理-时间：2014年1月-至今-招聘：-1、制订业务部门人员编制及岗位招聘需求的配置计划；-2、为业务线管理者对员工的聘用、晋升、异动等提供人力资源专业意见和建议；-3、负责业务部门招聘实施（主要负责技术类、市场类、后台职能类）-培养：-1、负责组织业务部门人力盘点，并就盘点结果对人员进行人才发展培养-2、负责部门内部分享机制建立并推动实施-绩效&员工关系：-1、与业务部门沟通部门整体OKR,并进行团队和员工层面分解，进行绩效方案设计并推动绩效实施-2、负责业务部门人员晋升方案设计及推动实施-3、负责业务部门团队建设，员工关怀工作-4、不定期与员工进行沟通，了解员工思想动态，解决员工的合理要求-团队管理（下属3人）：-1、负责日常员工工作安排，绩效考核-2、对下属进行工作辅导，帮助下属解决疑难问题---人事主管： -时间：2012年1月-2013年12月  -招聘：-1.负责发布、管理招聘信息，根据现有编制及业务发展需求，确定招聘目标，汇总年度编制数； -2.负责简历搜索，筛选，对中高级岗位进行初步面试，-3.负责招聘成本分析，选择和维护招聘渠道。-薪酬：-1.制定年度或季度薪酬预算并和实际成本进行对比及分析-2.参与公司薪酬调研工作，并进行内部及外部数据分析，根据调查结果及时拟定公司的薪酬调整方案 --人事专员： -时间：2009年12月-2011年12月-招聘：-1、负责简历搜索，筛选，对应聘者进行初步面试，组织用人部门相关负责人开展复试工作；-2.负责拟录用人员背景调查，薪资洽谈-薪酬：-1.员工工资核算，福利发放及报表制作；-2.员工社会保险、公积金、缴纳及报表制作； -3.各类报表制作及数据分析；-4.配合公司E-HR系统上线实施。----;},{华东理工大学,本科 , 人力资源管理,2011年毕业;},{P序列员工晋级,项目负责人,2015.06 , 2015.08,-1、组织并制定2015年\2016年P序列员工晋级方案； 2、搭建晋级基础数据，并进行晋级基础资格审核；-3、管理层和HRBP层面宣导晋级方案 4、组织部门进行晋级评估，并跟进最终晋级结果； 5、完成晋级全员公示及职级薪资调整。---;人才盘点项目,项目负责人,2015.10 , 2015.12,-1、与咨询公司沟通人才盘点项目方案-2、宣导人才盘点计划（HRBP和管理层）-3、组织部门进行人才盘点，并跟进盘点结果-4、会同CEO,COO进行人才盘点报告解读-5、制定核心人员人才发展计划- -- ---;优秀员工评选项目,项目负责人,2015.12 , 2016.01,-1、组织并制定优秀员工评选方案-2、搭建评选基础数据-3、与部门老总沟通确认优秀员工名单-4、展示PPT制作、素材整理及找专人制作FLASH---;Backup人员培养计划,项目负责人,2016.06 , 至今,-1、组织并制定Backup人员培养方案-2、对高层管理者进行调研，确认高层管理者胜任力模型-3、第二次调研，确认BACKUP人选及后续培养方向；-4、确定培养计划：导师制、汇报沟通机制、培训机制、评估机制-5、跟踪培养实施情况---;},{},{}
219ddda3073626faf71c8da6dff52006, 8年测试工作经验，2年10人测试团队管理经验。 -                                    ,男,36岁,本科, 湖南草花互动网络科技有限公司-                                -                                                                                                            ,-                                    测试经理 ,10年工作经验,长沙,-精通软件测试的周期、软件测试模型和软件测试的相关理论、思想和方法-能够独立完成测试计划和方案、用例设计与执行，编写缺陷报告-熟悉JAVA+seleniumwebdriver+testng -独立使用locust框架+python脚本完成性能测试工作。-组织带领技术调研及探索，自动化方向及性能测试，主要涉及，webdriver、Appium、alibaba/macaca、locust-使用postman、python编写接口测试脚本，用fiddler/anyproxy抓取接口数据分析。-能读懂java和python脚本---,测试工程师及测试相关岗位,全职,长沙,10k,15k,-------,培训经历,-上海51testing全日制软件测试培训(2009/7—2010/1)-1.第一阶段：全面系统的学习软件测试的基本理论知识;-2.第二阶段：结合理论进行实际项目测试;-3第三阶段：结合项目对测试工具系统的学习和应用;---,{ 工作经历 :华硕上海园区--恭碩电子科技有限公司,2007.08 , 2009.06,测试工程师,-工作职责：根据客户的要求制定测试计划和测试方案；对测试报告，缺陷报告进行汇总、分析、跟踪。---;上海外服外派上海惠普有限公司—HP,2010.01 , 2011.07,测试工程师,-职位：测试工程师-工作职责：制定测试计划和测试方案,执行测试工作；对测试报告，缺陷报告进行汇总、分析、跟踪。---;文思创新科技有限公司（上海1000人以上）,2011.07 , 2015.06,测试组长,-职位：测试组长-工作职责：制定管理测试流程，制定测试计划，分配测试工作内容，搭建测试环境，执行测试用例，提交测试BUG，编写测试报告.----;湖南纳米娱乐网络科技有限公司（400人游戏公司）,2015.06 , 至今,测试主管,-1.负责测试规范与测试计划的制订，建立质量监控管理体系；---2.组织产品的测试实施工作，监督测试的进展和完成情况，带领测试团队进行功能测试、性能测试、接口测试；---3.负责制定和执行自动化测试方案, 部署自动化测试环境；---4.负责测试用例管理和测试过程管理。---5.搭建自动化测试框架，编写自动化测试脚本并执行自动化测试。---6.使用locust框架+python脚本完成性能测试工作--;湖南草花互动网络科技有限公司,2017.07 , 至今,测试经理,--负责测试流程规范与测试计划的制订，建立质量监控管理体系；-组织产品的测试实施工作，监督测试的进展和完成情况;-负责测试用例管理和测试过程管理-梳理禅道BUG管理系统（版本，BUG严重级别）-执行测试相关工作---;},{湖南冶金职业技术学院,大专 , 电气工程及其自动化,2003年毕业;华东理工大学,本科 , 计算机科学与技术,2015年毕业;},{华硕F,N系列笔记本电脑系统测试,试环境的稳定性与可靠性进行验证,2007.08 , 2009.06,-项目介绍：华硕F,N系列笔记本电脑系统测试-测试环境：1.ASUSRecoveryCD+DriverCD(测试环境)-         2.WindowsVista(测试环境)-         3.PLM(ProductsLifetimeManager缺陷管理工具)-职责描述：1.搭建测试环境，并对测试环境的稳定性与可靠性进行验证。-         2.制定测试流程，设计测试项目，对新产品的功能与性能进行验证。-         3.执行测试项目，提交测试缺陷，跟踪和管理测试缺陷的处理状态。---;TeachNow,执行测试用例，提交测试缺陷，跟踪和管理缺陷的处理状态,2010.01 , 2011.07,-TeachNow是硬件/软件组合产品，基于B/S架构，旨在推出低成本计算机为基础的教学教室。主要用于教学，医疗，金融。-测试环境：1.MicrosoftWindows2008ServerR2(服务器端测试环境)2.PXE+DHCP+DNS（网络环境）3.WindowsXP+IE8.0+firefox(客户端测试环境)4.QualityCenter（QC管理环境）-项目名称2：WES09,WES07-项目介绍：基于windowsEmbeddedstandard系统的定制开发。-测试内容：HPDM,HPCA,HPMMRRDP，Xenapp,XenDesktop,RGS,VmwareView.-责任描述：1.制定测试计划,编写测试用例,搭建测试环境.-2.执行测试用例，提交测试缺陷，跟踪和管理缺陷的处理状态。-3.负责开发人员与测试人员工作之间的协调与沟通。-4.使用QualityCenter对系统测试流程进行管理与控制。---;windows(R)SmallBusinessServer2011,分配测试任务，执行测试，提交缺陷，执行自动化脚本,2011.03 , 2015.07,-文思创新科技有限公司（2011/7-2015）-项目介绍：-微软提供Windows(R)小型企业服务器作为一个企业解决方案，为小企业提供了一个简化的设置，直观地管理每天的日常任务，全面的网络和数据保护，以及丰富的业务效率的功能与高性能相结合，在Windows环境中。-主要负责windows(R)SmallBusinessServer2011功能黑盒测试，根据测试策略执行回归测试。管理、执行自动化测试脚本，提交缺陷、跟踪bug；---;疯狂萌萌消、微微星球、OA系统、订餐系统、蚂蚁庄园、企当家、奇途,测试主管,2015.06 , 至今,-组建团队，规范组织整个测试流程工作，并积极认真的完成相应的测试工作，积极与项目组沟通，合理分配安排测试部门高效，保质保量的完成测试工作。-游戏项目：疯狂萌萌消、微微星球，组织并带领成员完成相关的功能测试、性能测试、兼容性测试、前端性能测试，SDK专项测试等。-WEB+APP项目：OA系统、订餐系统、蚂蚁庄园、企当家、奇途、等APP及WEB端的功能测试、接口测试、兼容性测试，上线等工作。-积极带领团队展开技术调研，如自动化测试，性能测试，接口测试。-4.棋牌项目：麻将、字牌、纸牌等各类棋牌游戏的测试工作。-熟悉JAVA+seleniumwebdriver+testng -独立使用locust框架+python脚本完成性能测试工作。-组织带领技术调研及探索，自动化方向及性能测试，主要涉及，webdriver、Appium、alibaba/macaca、locust-使用postman、python编写接口测试脚本，用fiddler/anyproxy抓取接口数据分析。-能读懂java和python脚本。----;},{python,掌握;性能测试,掌握;测试自动化,掌握;测试团队组建及测试技术调研探索,专家;测试项目管理,专家;},{}
3d05db59663cd07abaceaf8580978058, 工作四年，游历各地，双商感人 -                                    ,女,,本科, 身心道场-                                -                                                                                                            ,-                                    设计总监 ,4年工作经验,深圳,,平面设计师,全职,深圳,5k,10k,-------,,,{ 工作经历 :飞翔梦工场,2014.03 , 2015.08,平面设计师,;深圳市萌爱动漫文化发展有限公司,2016.01 , 2016.05,新媒体运营,;身心道场,2016.06 , 2017.06,设计总监,;},{华东理工大学,本科 , 产品设计,2013年毕业;},{},{},{}
ac9a6c9aac563aa03b2a0d8ee3509907, 学习、接受能力强，新工作上手快。互联网重度用户。 -                                    ,女,24岁,大专,,,6年工作经验,上海,,运营类,全职,上海,5k,10k,,,,{ 工作经历 :上海优沛电子商务有限公司,2010.09 , 2012.11,客服专员,-接听客服电话，处理订购咨询及售后投诉修改订单等业务--;上海晨光科力普有限公司,2013.02 , 2014.05,VIP客服,-负责大型企业客户的一对一服务，包括售前售后及升级投诉等。--;上海花事电子商务有限公司,2014.09 , 2017.03,客服中心经理/页面运营,-前两年任职在客服部门-在初创公司从0开始组建客服部门；-最多管理10人的小团队；-制订更新客服标准话术、培训材料及客服部门管理规章等；-负责客服人员的培训、日常对话管理和考核；-上级指派的工商投诉和升级投诉处理等。--第三年转职运营，负责app内一个集合页面的维护、更新、活动策划等。--;},{华东理工大学,大专 , 行政管理,2015年毕业;},{},{},{}
50799bd787d5fae0fb3eda9715c5abd7, 热爱前段，具备良好的团队意识和能承受一定的工作压力 -                                    ,男,,大专, 上海安迪服务有限公司-                                -                                                                                                            ,-                                    前端工程师 ,2年工作经验,上海,,web前端,全职,上海,5k,10k,,,,{ 工作经历 :上海安迪服务有限公司,2016.01 , 2017.07,前端工程师,- 1、基于div+css页面布局，运用HTML5+CSS3的新属性- 2、使用Ajax调用后台数据并在页面显示- 3、通过jQuery框架及CSS3实现一些页面效果---;},{华东理工大学,大专 , 工商管理,2016年毕业;},{优购(PC端),负责企业站静态页开发，与UI积极配合，百分百还原设计图,2016.06 , 2016.08,-1、负责企业站静态页开发，与UI积极配合，百分百还原设计图；    -2、与后台人员利用Ajax进行交互；-3、负责BUG的统计与反馈，并且及时的修复完善；-4、通过jQuery框架及CSS3实现页面效果---;相约久久(PC端),负责企业站静态页开发，与UI积极配合，百分百还原设计图；,2016.10 , 2016.12,-1、负责企业站静态页开发，与UI积极配合，百分百还原设计图；    -2、与后台人员利用Ajax进行交互；-3、通过jQuery框架及CSS3实现页面效果---;亲宝网（PC端）,基于div+css页面布局，运用HTML5+CSS3的新属性,2017.02 , 2017.05,-1、基于div+css页面布局，运用HTML5+CSS3的新属性；-2、使用Ajax调用后台数据并在页面显示，辅助后台搭建后台模块；-3、通过jQuery框架及CSS3实现页面效果---;},{},{}
0715a6af2039ed5c121b4ac11c2fb746, 较好口才及处事能力经验，学习能力强，沟通能力较好。 -                                    ,男,,本科, 上海市亚东国际物流有限公司-                                -                                                                                                            ,-                                    报关员 ,5年工作经验,上海,-四年进出口经验常年与海关周旋拥有较好口才及处事能力经验，学习新事物速度较快，沟通能力较好。-性格乐观开朗，做事责任心强，认真细致，踏实肯干，有团队合作精神。-虽然此次投递非本职岗位工作，但希望于互联网行业长期发展因此投递贵司工作，希望贵司给与面试机会，谢谢！ -平时热爱网游竞技游戏，如DOTA2、暗黑3等；喜欢看直播平台相关内容，斗鱼、熊猫TV。--,采购专员,全职,上海,2k,5k,,,,{ 工作经历 :上海市亚东国际物流有限公司,2012.09 , 至今,报关员,-1）全面负责公司的关务管理工作，建立健全关务流程，制定作业指导书，定期对部门成员进行业务培训，根据公司安排对部门成员进行年中及年度KPI绩效考核，通过团队建设活动来增强成员凝聚力及协调执行力。-2）公司内部与船务、采购、货仓等部门保持密切沟通与协调,及时宣导最新政策法规，争取关联部门对关务的密切配合及支持，外部与海关、商检、贸工等部门维系良好工作关系，及时掌握最新动态并迅速反应。-3）加工贸易合同的申请与核销、原材料（主要是钢铁、塑胶、纸箱、灯胆及其它配件）、成品（家用灯饰）的进出口报关报检及保税料件转厂、成品内销、料件征税、余料结转、外发加工及相关事宜，一般贸易进出口业务；所有业务均严格遵守作业指导书，从源头上要求采购、船务提供的原始报关数据准确，并通过技术手段确保向海关申报单货一致、单证一致。-4）每月根据从SAP中导出的理论库存数据与仓库实际库存数据比较，并根据比较结果制定相应对策：如及时调整单耗，不断完善成品及料件归类对照清单，尽量做到账实一致，并最大限度的消除关务隐患。-5）产地证明：F.A＼C.O证书的制作及签发，免3C及各种通关文件的办理,减免税设备申请、年审及解除监管-6）妥善处理了一些海关商检突发事件：-  1、公司成立初期和商检局关系较差，成品出口商检查验率极高，造成积压爆仓，严重影响公司生产经营，我接手后立即与科、局领导积极沟通与协调，取得了谅解，半个月时间就缓解了爆仓的问题。-  2、成品出口在一段时间内海关查验率较高，除影响通关效率外也导致企业成本增长，我及时与一线海关沟通，并向深关企管处反映相关问题，提出降低查验率的合理诉求并得到海关支持。--;},{上海华东理工大学,大专 , 国际商务,2016年毕业;上海华东理工大学,本科 , 工商管理,2018年毕业（预计）;},{游戏经验,玩家,2010.01 , 至今,-DOTA/DOTA2 -玩了7年天梯3500 游戏平衡性越发完善，游戏对新手玩家不是特别友好，需要练习的基本功太多太多，游戏的高端玩家太厉害天梯机制几乎每隔1000分就可以完虐下面的一个分段的玩家，DOTA2开发的饰品砍手率太高！一直以为DOTA2是个免费游戏，现在家人都以为我在吸毒。每年TI都能吸引全球的热潮（钞票）。--阴阳师手游 -玩了1年左右等级60 作为手游消耗时间太长太长，但是正是因为没有一些刷本时的扫荡机制圈住了一大批的粉丝，由于式神（sr，ssr）数量太多，ssr的获得几率太小不可避免的导致一大批非洲阴阳师在40+级左右逃离这个看脸的游戏，游戏的画风以及背景故事的创新第一时间吸引了手游荒的玩家，游戏的声优以及皮肤和游戏式神吸引了大批的女性玩家，前所未有的使男女玩家几乎达到了一个平衡，但是手游的寿命毕竟有限在经过了这个市场别的新颖的游戏冲击下以及游戏本身对于BUG修复后的一下售后服务的失败，使得这个游戏剩下的玩家早就是十不存一--;},{手游,精通;网游竞技,精通;麻将棋牌,精通;excel ppt word,精通;},{}
