f66394bb253ca0bd7470dfe52d72479f, 10年商务工作经验，负责过大型项目、集团大客户，沟通能力强。 -                                    ,女,,本科, 析格玛科技（北京）有限公司-                                -                                                                                                            ,-                                    商务 ,10年工作经验,北京,,运营经理,全职,北京,10k,15k,,,,{ 工作经历 :北京中恒兴业（DEC）科技发展有限公司,2004.08 , 2007.06,商务专员,-1.接收并处理代理商订单，督促库房及时发货，从销售人员、代理商了解产品存在的问题，总结反馈信息；2.汇总订单、支出单、入库单等相关单据；整理、维护销售合同、客户资料等文件；3.负责与分公司和代理商的信息联络和日常沟通，及时传达公司的新政策，产品升级事项，资料上传情况等，并获取市场资料需求信息及问题反馈；4.依据市场需求，制作一些相应学习资料内容，包括声音文件、文字资料的处理，英文原文翻译及简单的flash制作；5.收集网络相关信息，规划网站内容模块，提升内容质量，管理并维护服务器；6.接听客户电话，解答顾客问题；接待来公司来访的顾客；7.负责产品检测、升级事项；负责部门内务。--;联想（北京）有限公司,2007.06 , 2013.04,商务专员,-1.合同审核：负责全国赊销客户商务合同条款的审核；平均每天处理30余份合同，累计1.6万多份，出错率低于1‰。2.销售支持：协同联想全球供应链内相关部门，协调处理客户经理日常咨询。涉及内容包含：直销大客户订单、资金、供货等各环节咨询。日均接听15个电话，累计0.8万个，日均回复35封邮件，累计2.5万封。3.订单处理：负责在SAP系统中创建销售订单、日均处理订单100个,出错率低于1%。4.履约支持：跟踪生产进度，监控订单确认、发货过账、发票开具与寄送、工厂生产与发货、客户签收与付款、核销清账等环节的执行过程；解决订单履行中出现的异常，保证订单按期交货。5.培训支持：每季度对联想销售人员进行商务培训，累计800人次以上。6.项目工作：负责联想赊销合同模版优化，与业务、法务、财务部门沟通新模版合同的可行性；评估整体效率提升20%。7.团队建设：担任TeamLeader期间，制作Team月报，开展“经验分享与问题解决”活动，开展“评选每月SuperStar”活动，调动、活跃大家的工作积极性，KPI指标顺利完成，且未发生损失性事故，多次获得“中国销售商务部优秀团队奖”。--;联想（北京）有限公司,2013.04 , 2015.07,运营商务,-1.联想官网从B2B向B2C模式转型过程中，我作为官网B2C项目负责人，负责与BU沟通活动细则，与上海、深圳工厂、财务、物流、服务、以及法务团队沟通、梳理、并订制官网B2C模式下单支付流程，退换货流程及售后服务条款；2.在B2C项目实施过程中，负责正向订单与发货异常处理、客户退换货异常与重大投诉处理，系统以及客户支付异常等各种紧急问题；3.在616、818、双十一、寒暑促等重要促销活动期间、首发新品活动期间，做好库存统计、活动期间产品页面访问量及访问人数等数据统计、首发产品销量通报、以及活动期间出现的各种支付、发货异常处理，退换货异常处理等；系统与流程建设4.作为官网系统建设接口人，我与IT团队共同开发、设计、并反复测试官网新系统，编写系统使用手册，并对所有销售团队做系统培训；5.在系统使用中，记录与监控系统出现的问题，及时与IT团队沟通解决，并不断总结系统应继续完善的地方，为后续的二期开发做好准备工作；6.开启B2C模式后，针对外包装箱丢失，键盘冒突起、屏幕有划痕等外观问题，联想工厂并不接受换货处理，因这类问题产生的用户投诉不断提升，针对这一问题，我牵头与服务团队沟通协商，最终制定出联想官网特别享有的规定，经服务站同事检验，在非人为损坏的前提下，这类机器可由联想的服务站来为客户进行换货处理，大大提升客户满意度；7.负责旭东微信店、人人微信店、新浪微博店售后工作：包括与各个相关部门梳理与订制退换货流、订单异常与发货异常处理、客户退换货与投诉理等；8.负责联想官方网站页面所售产品数量监控，包括新品上架、老品下架、根据每日产品库存数量进行上下架监控；9.负责营销活动推广，包括新品首发前的价格政策输出、产品图片配置整理、与美工人员商讨页面设计、新品首发期间网页流量监控、销量数据通报等；10.做好数据分析工作，出具官网商城所需各种数据报表；--;科羊云牧投资有限公司,2015.07 , 2016.10,电商运营,-运营推广1、负责微信官方账号的推文撰写、发布、维护、管理、互动等运营工作，提高品牌影响力和关注度；2、负责微信公众账号推广模式与渠道的探索，了解用户需求，收集用户反馈，分析用户行为及需求；3、跟踪微信等新媒体的推广效果，分析数据并反馈，建立有效运营手段提升用户活跃度，增加粉丝数量和活跃度；4、负责移动端手机页面的整体规划、页面设计与布局、系统与流程建设与运营管理工作；5、策划线下和线上活动，如品鉴会、烧烤节等，承接市场流量、增强品牌的知名度和用户忠诚度；6、负责维护Amazon销售账号，产品上架、推广、发布、信息更新，优化关键词；7、熟悉并跟踪各种政策与制度，保持账号以及产品的好评率和良好的信用度；8、负责微商群的沟通，寻找销售商机；9、负责和广告公司、活动公司对接，根据活动方案与项目要求，协调团队资源按预定计划实施项目的执行。数据分析及其他1、采集和整理数据，提供各类所需数据报表，日常数据监控和分析；2、负责对运营数据的定期统计、分析与评估形成定量效果分析报告，及时分析运营情况，调整各类产品设置，及时更新与完善相关内容；3、定期对各类报表进行优化改进，推动数据服务的平台化和自动化；通过对公司运营数据研究，提出改善运营质量的方法和建议，为业务决策提供支持。4、与物流公司全程对接，管理并监督物流公司配送情况，全国主要城市分仓部署情况，定期优化配送流程，提升客户满意度；5、与生产商、加工商全程对接，合理安排进货时间与数量，并针对产品出现的问题与客户反馈及时与厂方沟通，改善包装工艺，提升产品质量；6、负责处理微信端、移动端以及亚马逊平台客户问题，包括售前咨询、售后维护；7、处理客户订单，并跟踪订单进展状况，确保订单的按时完成。--;析格玛科技（北京）有限公司,2016.10 , 至今,商务,-商务与项目-1、负责合作伙伴的维护，包括日常沟通、项目执行与进展沟通等；-2、负责跟踪和把控相关产品研发项目周期、协调各方资源，跟进设计、开发、测试阶段，推进产品研发进度；-3、负责市场信息及竞争对手的信息收集、分析、整理与反馈；-4、参与合同的谈判，负责合同签订流程，监督合同履行情况、及时处理合同执行过程中遇到的问题；-5、负责与商务合作伙伴的费用统计、审核与结算，及客户应收账款催收；-6、根据企业现有业务模式及运行现状，梳理商务流程与操作规范，做好销售的后台支持；-7、制作合同模板、项目合同等文件，并负责对文件资料归类、扫描、整理、建档和保管；-8、销售数据汇总、分析，处理合作伙伴的一般商务事件请求，处理日常商务工作-9、负责公司项目业务跟进，协调相关部门合作推动项目执行，统计相关项目数据；-10、负责项目包括：江西7所中小学院校，广东江门2所院校。                        -知识产权-1、围绕公司业务及品牌，制定知识产权申请机制；-2、负责知识产权申报及管理维护工作，包括专利、软件著作权、商标、软件测试报告等；-3、负责各类资质申报及管理维护工作；-4、负责公司科技项目、政府支持项目的申报、材料准备、送审、及状态跟踪；-5、负责项目包括：“北京市优秀创业项目”、“北京市科技型中小企业促进专项项目”、“国家高新技术企业项目”、“北京市科协金桥项目”、“中关村高新技术企业项目”、“新技术新产品项目申报”。--;},{对外经济贸易大学,本科 , 国际经济与贸易,2004年毕业;},{},{},{}
a4f9ebf0fe7cfaec86ee3d279387abf5, 3年产品工作经验，7年运营及市场工作经验，熟悉产品设计及运营 -                                    ,男,34岁,硕士, 中软国际-                            -                                                                            ,-                                产品经理 ,10年以上工作经验,北京,--3年工具社交APP及相关后台产品经理工作经验，熟悉移动端产品设计；-有较强的产品规划能力，经历了产品从0到1设计过程。有交互设计经验，可通过可视化方案评估需求以及功能的可行性。-4年移动互联网APP产品运营、策划、推广及商务拓展经验，善于结合产品设计推进运营；-4年市场品牌策划、活动创意策划和客户开发工作经验；具备相应的客户资源、互联网及移动互联网渠道资源；----,产品经理,全职,北京,15k,25k,----移动互联网、教育、电商、金融等方面的产品经理工作---,,,{ 工作经历 :无限立通,2010.06 , 2012.10,高级业务拓展经理,--拓展并维护集团客户关系，搜集移动集团和行业信息，掌握集团最新动态，帮助公司及时做出业务调整。-协调集团资源向公司倾斜，保证双方沟通渠道畅通。-支撑市场部、数据部和业支部，完成手机全预置，企业OA邮箱改造，以及AOI项目等工作。-协助市场部业务处编写中国移动市场部全年活动的市场营销方案，协调公司积极参与如校园营销、五节营销等大型活动，获得良好效果。-积极处理移动集团的产品投诉，协调建立客诉处理机制。-熟悉中国移动集团市场部、数据部和业支部的架构及工作流程。深入了解移动互联网的营销推广模式，积累了相关产品的推广和策划经验。----;科大讯飞,2012.11 , 2014.06,高级商务运营经理,--完成公司对分省的绩效指标，对负责的省份进行商务拓展和业务培训，协调移动集团向省移动倾斜政策。-通过建立良好的商务关系，撬动山东、河北、广东等省移动公司开展营业厅预装和计件薪酬工作，并通过运营商网络与当地互联网公司等渠道建立合作，增加灵犀的激活量和活跃量。-推动跟进各省灵犀接入二级BOSS项目，帮助山东省二级BOSS接入项目获得集团创新业务评比一等奖。-策划山东移动营销活动，通过数据挖掘和分析及时调整活动方案，建立了二级BOSS接入的样板省份。（活动效果显著：山东省内的月激活量、月活跃量和月功能使用次数分别提升了329%、377%和794%）-为广东、内蒙、辽宁、北京等移动省公司提供灵犀推广思路，策划线上线下整合营销活动，提升了本地灵犀的业务数据、品牌曝光和用户粘性。-通过对数据和市场的分析，及时为产品团队提供市场信息和客户反馈，沟通协调公司产品部门对产品不断进行优化，解决客户投诉，改进产品功能，为客户提供优质服务。----;中软国际,2014.02 , 至今,产品经理,--飞信产品团队管理：负责飞信产品团队的日常管理，协调客户关系及相关部门资源，组织团队与客户进行需求及文档评审，分配相关工作，推动产品验收上线并最终与客户进行结算；-飞信产品优化：组织团队设计并规划飞信版本迭代优化及飞信产品改造需求规划，跟踪用户需求反馈，对产品进行规划和修改；-飞信产品设计：负责飞信多人直播功能及企业通讯录专项（企业通讯录导入、短信群发、一人多企、系统号发送、企业邮箱消息等功能）的产品需求调研、产品设计、与UE规划功能交互、跟进开发测试等工作；-和飞信产品设计：负责和飞信新联系模块（通讯录、个人资料、语音信箱、网络营业厅等）、设置模块（含骚扰拦截）等产品设计和交互设计。-传说IMPaas云平台：负责传说云的产品规划和产品设计，包括管理后台（账号创建、信息查看及修改，IM基础服务，敏感词设置、用户管理，会话管理，封禁管理等）、Push平台（消息推送、定时推送、定向推送等）、数据平台（用户数据、消息数据、详细功能数据）等产品设计和交互设计工作；-云平台业务支撑：支撑和飞信、推牛、传说客服等产品的IM能力，对接相关需求，优化提升传说IM云平台功能及性能（设计阅后即焚、红包功能、音视频通话、好友群组、大文件传输、企业Web、多终端同步、聊天室、企业会议等IM相关功能）；-----;},{河南工业大学,本科 , 国际经济与贸易,2006年毕业;对外经济贸易大学,硕士 , 工商管理,2011年毕业;},{飞信客户端,产品负责人,2014.02 , 2015.11,--负责飞信产品团队的整体安排，协调客户及相关部门的关系及资源。-组织团队完善产品从验收上线到客户结算的全流程。-飞信产品改造需求规划，依照用户对产品反馈信息，整理规划产品修改设计方案。-评估产品版本修改需求，与UE规划产品交互设计，修改产品交互原型。-对产品进行优化，设计相关新增功能。-跟踪用户需求反馈，排查并解决VIP用户所遇到的产品问题。-发布新版本渠道上线，准备相关物料，协调渠道方开展上线推广活动。----;融合通信,产品经理,2015.11 , 2016.11,--进行产品设计，规划融合通信2.0的产品发展方向，版本演进过程。-参与产品设计团队和交互设计团队、依照团队分配任务，审核团队人员的结果物。-对产品进行使用走查，梳理使用流程，交互细节，确保两个客户端信息结构，功能，使用流程一致，并保持各平台的操作特点。-参与UE团队制定融合通信的Android和iOS的客户端交互设计规范。-分析相关竞品，深入理解竞品的设计理念，进而优化融合通信产品设计。----;传说IMPaas云平台,产品负责人,2016.11 , 至今,--对传说IM云服务平台进行市场、用户、定位、竞品的全方位分析，形成符合国美情况及市场需求的产品规划方案；-产品侧完成了对平台IM基础消息功能、音视频功能、自用及三方管理后台建设、Push功能及后台建设和数据平台建设等基础工作；-推动技术侧完成了网络层改造、提升IM消息连续性、可达性和安全性到达一个稳定成熟的级别；-成功对接和飞信IM功能，实现了产品的单聊群聊、音视频通话、丰富消息体、阅后即焚和红包等功能，并且提供了基本的后台管理和数据统计服务；-成功对接推牛办公移动端、Web端和PC端的IM功能，除了基础的IM功能外还实现了多终端同步，企业频道，办公会议，回执消息等特殊功能；----;},{驾驶,专家;英语,掌握;},{}
bc7b86f0ce7e014f3c5c07314f22ac06, 10年运营经验，通过数据发现问题，解决问题 -                                    ,男,34岁,本科, 真相网络科技（北京）有限公司-                            -                                                                            ,-                                运营总监 ,10年以上工作经验,北京,,运营总监,全职,北京,25k,35k,,,,{ 工作经历 :北京美捷美科技有限公司,2005.08 , 2008.11,高级工程师,-工作描述：-1、为客户提供SERVER级产品的组装、调试以及解决方案。-2、根据客户的实际情况，为客户量身定制IT技术解决方案。--业绩描述：-在职期间，被公司推荐参与多个重大工程的综合布线及软硬件配置和调试。通过自己多年来与客户建立的良好关系，为公司提供IT服务资源，并促成公司与多个企业的IT外包合作项目。-----;汉王科技股份有限公司,2008.11 , 2011.11,运营主管,-工作描述：-1、为各级代理商提供售后支持，确保在规定时间内完成设备的维修工作。-2、协调公司、大区经理、维修中心、代理商、客户之间的事务沟通。在不损害公司利益的前提下，使各方利益最大化。-3、参与并修订售后服务流程。-4、参与建立公司授权维修站的建设，编写维修站运营规范以及相关技术文档。-5、通过对数据的整理、分析找出产品问题，提解决方案与相关责任人沟通。-6、为降低产品返修率提供有力的数据支持。-业绩描述：-1、在职期间，成功完善整个维修流程，使维修周期缩短24小时，降低维修成本。-2、通过数据统计分析总结产品问题，多次为产品部门撰写产品建议，成功帮助公司提高产品质量，降低20%售后成本-3、成功在多个办事处建立维修本地化试点，减少维修中心压力，提高效率，将维修时间从7个工作日缩短至2个工作日。-4、根据公司情况，制定维修标准、制度等。-5、为汉王人脸通产品制定新维修流程和实施方案。得到公司高层认可。---;百度网讯（北京）技术有限公司,2012.03 , 2015.03,运营管理,-工作描述：-1、对百度商业产品、用户产品进行运营管理。-2、根据不同产品制定、优化运营管理方案（包含识别、评估、处置、反作弊等）。-3、监控产品运营数据，并对数据进行分析，发现产品运营问题。并根据运营情况建立应对方案。-4、建立运营效果评估模型。确保评估方、执行方对风险的评估结果认知一致。-5、推进风险方案落地并有可视化成果。-业绩描述：-1、参与百度信誉V认证项目，该项目在2012年获得”百度总裁最高奖”提名。-2、针对商业搜索、团购、手机助手、百度文学等不同产品的特点建立运营管理方案，并落地执行。-3、在2013年，共完成52个运营方案方案，并有可视化成果。-4、整合部门资源，提出运营平台概念，监控运营数据，并根据运营平台数据调整运营方案。提升10%的运营效率。-5、建立运营风险紧急处理机制，对已发生的风险问题紧急处理，缩小风险影响范围。---;真相网络科技（北京）有限公司,2015.05 , 2017.04,运营总监,-1、全面负责公司全线产品（app，pc、移动）用户运营体系的建设和完善，制定用户运营策略，对运营指标和结果负责。-2、建立基于第三方社区的产品运营体系，汇集核心用户，逐步形成自己的产品社群，保证用户对产品的了解及相关支持。-3、制定产品冷启动运营方案，通过线上线下运营方案确保用户覆盖。-4、通过内容引导，活动宣传等方式宣传产品，提升转化。-5、负责产品运营数据的监控，对产品核心数据进行收集分析，深度挖掘和分析用户行为数据，优化公司现有产品用户体检，有目标的对改善产品和运营质量给出合理化建议.-6、对用户活跃负责，分析用户需求和心理，与用户建立信任关系，调动用户积极性及满意度；策划并执行用户互动活动，提升用户活跃度、留存率，转化率等。-7、深入行业前沿，把握最新互联网用户运营模式，提升用户运营的效率和质量。-8、负责研究市场竞争对手的产品和运营，提供产品策略和运营建议。----;},{北京理工大学,本科 , 网络工程,2013年毕业;对外经济贸易大学,硕士 , 大数据应用与分析,2019年毕业（预计）;},{},{},{}
e738fa509b914d2380cf7166c9a17d61, 带过30人团队，现在在小电做市场推广工作 -                                    ,男,,大专, 北京网线白泽投资服务有限公司-                                -                                                                                                            ,-                                    市场BDM ,7年工作经验,青岛,,市场经理,全职,青岛,5k,10k,,,,{ 工作经历 :青岛云推科技有限公司,2013.05 , 2016.03,市场部经理,-制定年度，季度的市场计划，包括产品推广策略，品牌建设策略，具体行动方案和预算，并负责在公司范围内贯彻市场计划，负责组织，指导区域市场人员制定和细化本区域的市场执行计划，并负责组织和监督和评估实施。2.负责制定新产品上市计划，包括确认产品定位，开发产品利益点，计划和实施新产品上市促销，培训和分析工作。3.与广告公司合作，创意和发展品牌，产品广告，并负责有效投放，负责创意和制作与品牌，产品和促销相关的POP等销售工具，同时负责其他销售工具如陈列专柜的设计，制作。4.负责计划，实施和评估消费者促销，渠道促销以及其他形式的品牌促销，以提高销售量和品牌认知。5.根据市场数据报告以及其他市场信息，进行针对市场竞争的分析，发现市场机会，提出以提高市场竞争力为目的的有关产品开发，销售拓展，价格以及推广的行动建议。6.负责各种市场投入，负责预算的监控和调整费用支出情况。7.管理市场团队，并对市场部成员和相关部门的员工进行市场培训和指导。负责评估和激励团队成员的工作。--;北京网线白泽投资服务有限公司,2016.03 , 2017.06,市场BDM,-建立、健全各项规章制度，推动公司营运系统管理的规范化、科学化和不断进步，建设和发展优秀的运营队伍；2.根据公司战略目标及行业发展趋势，制定总体市场渠道策略并监督实施3.主要负责公司主营业务的相关地推活动。例如网信金融APP，网信消费类APP信分期的相关推广活动，及其饿了吗，美团外卖，百度糯米的商家签约合作‘4.根据公司经营方针和部门业务需要，合理设置部门组织结构和岗位，优化业务流程；并具有开发和培养员工能力，对员工绩效进行管理，提升部门工作效率，提高员工满意度；--;},{对外经济贸易大学,大专 , 物流管理,2010年毕业;},{},{},{}
c51b0900322c65a8c434c0830abd449e, 勤奋，好学，乐观。长期在北京发展，善于沟通，细心，有耐心 -                                    ,女,,大专,,,7年工作经验,北京,,出纳,全职,北京,5k,10k,,,,{ 工作经历 :北京海方世纪投资有限公司,2009.04 , 2011.03,行政助理,-1：公司员工名片的印制。-2：公司移动电话与电信电话业务的办理。-3：公司所有办公用品的购买。-4：负责公司办公层电量的购买，以及分配。-5：组织和负责公司员工的拓展活动。-6：负责公司日常活动的组织。例如生日会，聚会，聚餐以及年会。-7：负责物业费的缴纳。-8：处理所有员工的考勤。---;北京海方世纪投资有限公司,2011.03 , 2013.08,出纳,-1：负责公司内部账目。-2：账目的统计与保管。-3：编制会计记账凭证。-4：登记现金日记账与银行存款日记账。-5：每月申报个人所得税，季度申报企业所得税以及年度的申报。-6：负责房产税，印花税，城建税的缴纳。-7：工商的变更等。---;北京金龙潭大饭店,2013.09 , 至今,前台收银领班,-1：负责核对每天当班服务员的账目工作；-2：负责夜审账目的核对；-3：协助负责VIP客人的接待；-4：有效地解决客人的问题，处理投诉；----;},{华尔街英语,其他 , 英语,2017年毕业;对外经济贸易大学,大专 , 会计学,2018年毕业（预计）;},{},{},{}
8cbd2ffab67d17e5fb21ee80d646d78c, 5年B端客户经验，思维逻辑性强，执行力强。 -                                    ,男,29岁,本科, 北京智慧联合科技有限公司-                            -                                                                            ,-                                运营经理 ,5年工作经验,北京,-1、工作5年，握有大量的国际市场B端和C端客户资源；追求效率和效益最大化，善于团队管理，项目管理，目标导向，较强的时间观念和执行力；善于从工作流程细节中总结出问题和不足并提出优化改善的方案和建议，对数字敏感，逻辑思维能力强，喜欢用数据体现工作的过程和结果；喜欢多问一个为什么，站在更高更广的角度看待问题，喜欢深入思考研究问题的本质而不仅仅停留在问题的表面；缺点是说话比较直，工作原则不习惯用委婉含蓄的手法处理，这点也正是我努力改善的地方；-2、业余喜欢户外运动，穿越沙漠，高山，挑战体力极限，锻炼意志力；爱好音乐，电影，阅读，喜欢研究英文读物和世界不同地区的民俗特色，性格沉稳，不自我设限，热爱三五朋友小聚，参加学术培训班，会有意识的针对自身的不足拓展提升自我；--,互联网运营类,全职,北京,15k,25k,,,,{ 工作经历 :北京大林绿源环保科技有限公司,2013.03 , 2014.04,业务经理,-职责描述：  -1、利用公司付费Alibaba账号编辑、上传公司产品页，利用PS修图工具提升企业产品形象；利用Alibaba付费账号和MIC,GS等B2B网站接收海外客户询盘并处理报价，邮件电话与客户洽谈沟通贸易细节，促使客户下单；2、根据客户需求BD供应商，核对产品规格参数，价格质量，交货期和贸易条款；下单签订贸易合同，执行跟踪发货事宜，负责催促接收客户尾款；3、负责公司官网建站项目的立案，实施，跟踪、交付项目执行效果，配合服务商拓展提交产品资料，英文文案，网站主图等数据资源；负责网站整体风格设计和模块布局，负责付费广告效果数据分析反馈；  -工作业绩及成果：  -1、在职期间独立开发并与蒙古一客户达成订单交易100万，产品为化工检测设备；2、在职期间主导建立公司企业网站，网址www.daelim-electric.com 官网上线一个月，PV10000+，后台询盘100+；  ---;北京加美澳贸易有限公司,2014.05 , 2016.05,外贸经理,-职责描述：  -1、邮件电话沟通客户订单需求，制作外贸单证，进行数据分析和汇总，管理合同资料；2、给供应商下订单，跟踪维护订单周期，定期安排供应商发货，维持客户要求的按时交货及时率；3、质检和品控，定期到访供应商车间，优化指导产品加工制造工艺流程，减少残次品，确保发货质量，降低客户投诉率，维护客户满意度以达成长期合作关系；4、对接美国、加拿大同事销售端及时需求品类，响应市场小批量供应需求，短期内快速下单安排生产发货，一些热门品类产品可以达到零库存周转运营；5、负责订单成本核算，按照当前汇率维持一定的合理利润空间；负责供应商发票开具审核、汇总，与财务协同降低发票开具误差，提高资金周转效率；6、负责接洽来访外宾和客户，接待并陪同客户参观调研供应商车间，翻译技术术语，陪客户出差；  -工作业绩及成果：  -1、年度组内维护客户10个，交易额8000万，为公司效益最好的小组；2、陪同加拿大外商同事出差江浙地区嘉兴、海盐、杭州，参观访问制造企业3家，达成合作厂家1家，年出货量2400吨，产品为槽钢；参观河北霸州地区合作工厂7家，年出货量10000吨，产品为紧固件和连接件；  ---;龙王帽食品有限公司,2016.05 , 2016.11,市场经理,-职责描述：  -1、通过Google,SNS社交网站，Alibaba,MIC,GS等B2B网站拓展，开发潜在客户，制定组内月度绩效目标，定期反馈并调整优化工作方法和思路；2、搜索潜在客户信息，进行市场调研和数据分析，通过客户官网了解客户需求信息和痛点，抓取挖掘客户邮箱，进行EDM，邮件电话解答客户对于产品规格，价格方面的疑问；3、与公司研发生产部门沟通客户对产品的特定需求，安排制作样品寄往客户做检测，与国际快递物流公司沟通安排发货；  -工作业绩及成果：  -1、搜索上百家潜在客户网站，挖掘数百封客户邮箱地址，每日发送开发信200-300封，每月积累3-5个高质量意向客户；2、在职期间，积累30个意向客户，寄送样品6批，客户分布在欧洲意大利、德国、英国。  ---;北京智慧联合科技有限公司,2016.11 , 至今,运营经理,-主要职责：-1、拓展，评估海内外B2B平台，制定拓展标准，进行数据搜集、采集、统计工作，与各大B2B平台签订合作协议，跟踪维护使用其付费服务，为Zber平台提供数据资源；-2、负责Zber平台商机项目方案的前期策划和制定，做竞品分析，产品规则的设计，资源数据的搜集、审核标准的制定，协同技术进行数据分析、统计、整理工作；-3、负责商机团队的搭建，工作流程的制定，工作绩效目标的制定，定期汇总团队的阶段工作结果给上级领导；-4、负责商机项目市场需求的调研和搜集，定期评估汇总项目需求到技术部沟通开发上线，优化商机频道前端、后台、门户功能，提高用户体验满意度；-5、协同新媒体运营、内容运营、用户运营和活动运营同事线上推广投放广告，执行活动方案，围绕拉新、促活、留存，提高目标用户的转化率和产品的市场占有率；-主要成绩：-1、拓展，评估外内外B2B平台100+，成功签订合作协议7个，为Zber商机日均200条提供数据来源和支持；目前已成功审核、上线28000+条，覆盖351个细分行业，采购寻源来自全球150多个国家和地区，握有大量海外B端和C端客户资源；-2、优化团队工作流程，制定团队各项关键工作指标，定期统计汇总数据，并分析为下阶段工作方向提供参考的依据；-3、发现用户痛点和需求，汇总生成产品功能需求点50+，提交技术优化开发上线，目前产品功能基本完善，满足用户基础的功能诉求；-4、商机产品从前期设计开发上线以来，已陆续吸引用户注册5000+家，活跃用户1000+家，成功转化付费几十家，商机套餐销售额100000+，达成交易量数百万，服务平台企业用户50000+；--;},{桂林电子科技大学,本科 , 材料科学与工程,2013年毕业;对外经济贸易大学,本科 , 现代物流与供应链管理,2018年毕业（预计）;},{创建校德鲁克管理协会,协会创始人兼CEO,2011.04 , 2012.07,-1、依托北京德鲁克管理学院旗下德鲁克青年社区的“灯塔项目”——在全国各大知名高校推广实践德鲁克的管理理念，其使命为帮助当代大学生提升自我管理能力和领导力，培养未来的社会精英；业务开展形式为读书会，社区团体组织户外拓展实践，圆桌论坛，无责任领导小组会谈以及会议培训等丰富多彩的理论+实践模式；2、对接北京总部负责人制定启动项目执行方案，接受总部提供理论培训指导和开展活动所需的资料和物料，定期在青年社区发表读书心得感悟和项目开展进度；3、项目从筹备前期规划到组建团队试运营实施开展活动到答辩通过校团委同意组建成立校德鲁克社团为期一年，期间开展读书会5次，户外拓展活动3次，招新2次，宣传普及在校生5000多人；4、项目筹建期间获得北京总部组织参加2011年夏季全国大学生德鲁克管理训练营的培训唯一名额，代表校方在北京德鲁克管理学院总部参与了该次夏令营培训，为期5天，参与培训人员来自全国20多个知名高校分会的社团骨干，总人数100人，主讲师有来自德鲁克管理学院院长，各高校分会导师，社会企业家团体代表等一众名流。  ---;公司官网海外建站推广,项目负责人,2013.05 , 2013.11,-1、制定公司国际站官网整体行业风格和定位，负责官网前端产品资料、图片搜集，官网英文文案编辑整理，对接海外建站推广解决方案服务商--四海商舟项目负责人主导制定官网页面模块布局和基础功能的设置，优化前端用户体验；2、负责与四海商舟项目负责人核对服务项目内容和条款，签订合作服务协议，跟进项目执行进度，定期向总裁汇报项目执行结果；3、项目从前期需求调研，分析到签订合同立案执行整个周期约4个月，第5个月整体交付，公司官网成功上线国际站点，并在Google，LinkedIn和Facebook等国际知名站点实施付费投放广告；上线1个月效果反馈为页面PV10000+，后台询盘数100+；-4、公司官网上线以来，配合公司付费的阿里平台，显著提升了公司在输配电设备出口领域的国际影响力和竞争力，提升了公司的整体实力和专业水平，官网上线一年内，在南美成功接到2000万美金的小型变电站项目。  ---;},{商务洽谈,掌握;市场拓展,掌握;流程优化,掌握;团队管理,熟悉;数据分析,熟悉;},{}
